"record","time","date","Machine","SampleID","Remove","A","Ci","VPDleaf","Tair","Tleaf","CO2r","CO2s","H2Or","H2Os","RHs","flow","Qin","Patm","gsw"
"1","11:30:07","20220304","Lindsey","BNL20455","YES",5.37440931747187,291.908143601717,1.19507631012963,25.8992,25.9993,405.802,400.019,20.5157,21.5199,64.9648936719064,600.217,2000.01,101.157,85.9715942473085
"2","11:31:07","20220304","Lindsey","BNL20455","YES",5.35071131570641,291.574736489508,1.19803937012008,25.9024,25.9953,405.793,400.036,20.4851,21.4841,64.840458685338,600.238,2000.06,101.151,85.2989340514021
"3","11:32:08","20220304","Lindsey","BNL20455","NO",5.38559108071155,287.711465520731,1.19409606235767,25.9008,26.0027,405.785,400.006,20.5705,21.5359,65.0081989636316,600.14,1999.73,101.159,82.6549825164947
"4","11:33:08","20220304","Lindsey","BNL20455","NO",5.40339956098268,290.284173894427,1.18693363163534,25.9945,25.9855,405.742,399.937,20.5855,21.5726,64.7591710818476,600.209,1699.88,101.16,85.0757913971767
"5","11:34:09","20220304","Lindsey","BNL20455","NO",5.36202848057477,267.563126416255,1.17347952970398,26.1727,26.0124,405.695,400.011,20.9677,21.7592,64.6325435040508,600.188,1399.87,101.156,68.7928436365536
"6","11:35:09","20220304","Lindsey","BNL20455","NO",5.1930660789667,287.076637833322,1.14746255216541,26.1939,25.9695,405.602,400.048,21.046,21.9325,65.0630363958542,600.192,1199.78,101.152,78.9533176339265
"7","11:36:10","20220304","Lindsey","BNL20455","NO",5.04291694826787,273.089636192177,1.16360856492603,26.3281,26.0333,405.396,400.039,21.1268,21.8986,64.4504002230959,600.188,1000.03,101.154,67.6345364512311
"8","11:37:10","20220304","Lindsey","BNL20455","NO",5.08013383860893,284.552625517404,1.13487890740099,26.3243,25.9612,405.422,400.001,21.2021,22.0396,64.881650359206,600.199,799.789,101.156,75.373833078569
"9","11:38:11","20220304","Lindsey","BNL20455","NO",4.9704906285505,266.681509196982,1.14134790080222,26.462,26.0358,405.285,400.027,21.418,22.1256,64.5996339982856,600.236,599.89,101.143,63.1731956820792
"10","11:39:11","20220304","Lindsey","BNL20455","NO",4.83700321415372,285.286041656014,1.11292769470917,26.4507,25.9589,405.212,400.054,21.4682,22.2545,65.0198056271655,600.09,400.228,101.144,72.1038002763681
"11","11:40:12","20220304","Lindsey","BNL20455","NO",4.84159140023987,273.88336469585,1.11484963389204,26.5117,25.9897,405.089,399.957,21.5817,22.2952,64.9077060838967,600.182,299.792,101.148,65.2460233703216
"12","11:41:12","20220304","Lindsey","BNL20455","NO",4.62961751438569,281.557663541784,1.10771745692627,26.5247,26.0007,404.885,399.961,21.6644,22.3887,65.1259977348572,600.252,200.142,101.142,66.6831511401192
"13","11:42:13","20220304","Lindsey","BNL20455","NO",3.74752242691872,298.170603877842,1.11090326000065,26.5372,25.996,404.008,399.979,21.6571,22.3484,64.959627541181,600.216,124.882,101.14,63.4180822767236
"14","11:43:13","20220304","Lindsey","BNL20455","NO",2.8382175140127,322.434460449423,1.11549642173305,26.5355,26.0018,403.146,400.019,21.6065,22.3134,64.8675003407427,600.094,79.938,101.145,64.584229428993
"15","11:44:14","20220304","Lindsey","BNL20455","NO",1.78363916884441,344.945868729172,1.11159380900182,26.5197,26.0041,402.147,400.098,21.7064,22.3558,65.0532995120621,600.136,50.106,101.148,59.4903034033065
"16","11:45:14","20220304","Lindsey","BNL20455","NO",1.06895150950209,364.522719272226,1.11185359863613,26.5091,25.9909,401.375,400.037,21.669,22.3277,65.0107027886378,600.266,30.0793,101.146,60.3485040097464
"17","11:46:15","20220304","Lindsey","BNL20455","NO",0.661689800081823,372.319093469839,1.11392791682615,26.4899,25.9934,400.944,400.052,21.7516,22.3152,65.0389733873578,600.277,19.9074,101.132,51.4480496967992
"18","11:47:15","20220304","Lindsey","BNL20455","NO",0.280984994369911,383.340998895943,1.11273478121311,26.4736,25.9995,400.531,400.039,21.8229,22.3387,65.1709872840326,600.085,10.1098,101.133,47.0831894871148
"19","11:48:16","20220304","Lindsey","BNL20455","NO",-0.224170502703313,402.375878023593,1.11436156985713,26.4548,26.0011,399.93,399.986,21.9149,22.3258,65.2055590392796,600.169,0,101.133,37.3905068805172
"20","11:49:16","20220304","Lindsey","BNL20455","YES",3.42093976469256,-390.583478381862,1.15319697021591,25.6592,25.9612,403.37,399.918,21.7843,21.8636,66.9322746908622,600.239,1999.99,101.133,6.93260456761801
"1","09:24:53","20220314","Julia","BNL20519","YES",8.52838886999588,-47.9767801121267,1.05177241679815,26.8685,26.8989,408.941,400.283,24.4453,24.7652,70.5648976193356,600.119,2000.28,101.098,30.7993691173868
"2","09:26:17","20220314","Julia","BNL20519","YES",8.76795735588461,263.130538712922,1.10795561942589,26.8599,27.0004,409.225,399.978,23.2433,24.4196,69.6173902847333,600.221,1999.84,101.101,109.072701432534
"3","09:27:17","20220314","Julia","BNL20519","NO",8.71191739694426,274.250040522908,1.08227160261122,26.86,26.9447,409.19,399.969,23.3106,24.5576,70.0111294893138,600.154,1999.97,101.102,118.585995781855
"4","09:28:18","20220314","Julia","BNL20519","NO",8.90962767303527,269.78030030232,1.09460615681,27.0338,27.0019,409.293,399.876,23.3116,24.5564,69.2907180313719,600.197,1699.78,101.094,116.996608267326
"5","09:29:18","20220314","Julia","BNL20519","NO",8.80282559608372,230.92298890745,1.05315269545009,27.1733,26.9747,409.129,399.96,24.0119,24.9102,69.7141887819391,600.156,1399.86,101.091,87.2827334814859
"6","09:30:19","20220314","Julia","BNL20519","NO",8.80854527102916,274.877704403316,1.03222238412575,27.2583,26.9755,409.325,400.026,23.915,25.1202,69.9481904748863,600.278,1200.19,101.085,120.233560786423
"7","09:31:20","20220314","Julia","BNL20519","NO",8.80195672565132,230.334785463235,1.03431197180374,27.3792,27.006,409.117,399.959,24.2839,25.1621,69.5724488792364,600.291,999.832,101.088,86.9057591310287
"8","09:32:20","20220314","Julia","BNL20519","NO",8.66904513118503,261.708302637641,1.00302230032142,27.4226,26.977,409.128,400.038,24.3719,25.4079,70.0826009009769,600.297,800.233,101.101,106.124283920471
"9","09:33:21","20220314","Julia","BNL20519","NO",8.33323143940694,231.833890963605,1.02154725873662,27.533,27.0204,408.68,400.01,24.4859,25.3141,69.3766404558343,600.225,599.831,101.105,82.9286662129798
"10","09:34:21","20220314","Julia","BNL20519","NO",7.72279980100586,266.924557886732,0.99274413785357,27.5457,26.9702,408.121,400.009,24.5454,25.4968,69.8190446889783,600.103,400.202,101.095,98.2946519580228
"11","09:35:22","20220314","Julia","BNL20519","NO",7.09669000907353,250.777297802513,0.995100141367772,27.6019,27.0008,407.318,399.904,24.7619,25.5402,69.6997684507346,600.177,299.842,101.083,79.9465481091425
"12","09:36:46","20220314","Julia","BNL20519","NO",5.83088127807525,282.163214051873,0.990548367963063,27.6146,27.0055,406.202,400.039,24.778,25.5926,69.797341496704,600.238,199.794,101.092,84.1442327607081
"13","09:37:47","20220314","Julia","BNL20519","NO",4.17674847708751,304.225989338822,0.98447288904767,27.6304,27.0063,404.539,400.066,24.9285,25.6513,69.901020924676,600.076,124.835,101.104,74.9854973316255
"14","09:38:47","20220314","Julia","BNL20519","NO",2.87317037611471,326.892260106642,0.98927406987437,27.6255,27.0063,403.222,400.075,24.9341,25.6034,69.7917314492433,600.204,80.0141,101.106,69.0359563575667
"15","09:39:48","20220314","Julia","BNL20519","NO",1.74502685815561,349.475724322997,0.990685685245811,27.6147,27.0043,402.068,400.071,24.9702,25.5855,69.7864323352225,600.225,50.1755,101.105,63.3093698200856
"16","09:40:48","20220314","Julia","BNL20519","NO",0.887790135638603,369.273785507092,0.984660125253323,27.5994,26.9916,401.163,400.044,25.0573,25.6209,69.9394199945175,600.124,29.9948,101.096,58.2778116317435
"17","09:41:49","20220314","Julia","BNL20519","NO",0.424920117704189,380.986167876378,0.985661707645918,27.5835,26.996,400.683,400.045,25.1015,25.6209,70.002398159167,600.236,19.9933,101.093,53.6145379710226
"18","09:42:49","20220314","Julia","BNL20519","NO",-0.0496345463043692,395.155519530145,0.991137090659691,27.5681,27.0007,400.136,399.984,25.086,25.5772,69.944199230131,600.064,10.2315,101.091,50.3751313748335
"19","09:43:50","20220314","Julia","BNL20519","NO",-0.419822574102433,408.525416366157,0.989444427069254,27.555,27.0057,399.827,400.066,25.167,25.6072,70.0720192696192,600.122,0,101.079,45.1784820426278
"20","09:44:50","20220314","Julia","BNL20519","YES",4.96050045366814,41.2854492535461,1.07827237653764,27.1651,27.2944,404.704,399.647,25.0848,25.3244,70.9251176958353,600.211,2000.28,101.116,22.4706797882497
"1","09:19:22","20220314","Lindsey","BNL20520","YES",2.69227831153599,276.889559586595,1.12272484793833,26.6479,27,402.85,399.99,23.8512,24.2616,70.0675724384405,600.115,1999.76,101.148,37.0634803449338
"2","09:20:22","20220314","Lindsey","BNL20520","YES",2.75409969383376,275.070697322138,1.12264376301253,26.6518,26.9872,402.937,400.015,23.8183,24.2313,69.9770874644837,600.307,2000.07,101.167,37.3214386864307
"3","09:21:23","20220314","Lindsey","BNL20520","NO",2.62281366384371,279.150337750343,1.12378023218382,26.6597,26.9941,402.812,400.023,23.8267,24.2346,69.953473549772,600.237,2000.11,101.166,36.8152494540699
"4","09:22:23","20220314","Lindsey","BNL20520","NO",2.76713000680039,291.112716414911,1.11572429616299,26.7842,26.9745,403.02,400.058,23.8058,24.2831,69.5542312584506,600.18,1700.23,101.126,43.4238731073763
"5","09:23:24","20220314","Lindsey","BNL20520","NO",2.88457337226945,92.158956035333,1.09580878061053,27.0159,27.0305,402.933,399.982,24.4265,24.5919,69.4979771033856,600.291,1399.83,101.143,15.2478281097572
"6","09:24:24","20220314","Lindsey","BNL20520","NO",2.74639471206641,276.976419257331,1.05197763028431,27.0403,26.9651,402.942,400.036,24.4951,24.886,70.2370408194006,600.166,1199.93,101.156,37.700128778159
"7","09:25:25","20220314","Lindsey","BNL20520","NO",2.99194482826899,104.930622047697,1.07217609208282,27.2244,27.06,403.061,399.998,24.7054,24.8806,69.4759063967826,600.163,1000.11,101.168,16.5137123787344
"8","09:26:25","20220314","Lindsey","BNL20520","NO",2.85893912164166,280.330533001103,1.02009630268409,27.2034,26.9451,402.966,399.942,24.7521,25.1579,70.3324143642219,600.299,800.041,101.162,40.3993495616023
"9","09:27:26","20220314","Lindsey","BNL20520","NO",2.32083048616753,185.064509643229,1.04722920173541,27.3887,27.0398,402.576,400.18,24.9123,25.096,69.3752545346678,600.061,600.038,101.124,17.7226618864488
"10","09:28:26","20220314","Lindsey","BNL20520","NO",2.24383754678415,288.363550676943,0.997809518110167,27.386,26.9574,402.139,399.758,25.0704,25.4061,70.2629913389935,600.143,399.837,101.152,34.1184111320721
"11","09:29:27","20220314","Lindsey","BNL20520","NO",2.63269519423399,234.388488414414,1.01423526636185,27.4876,27.0174,402.798,400.058,25.107,25.3711,69.7425690444639,600.251,299.864,101.14,26.3684300430028
"12","09:30:27","20220314","Lindsey","BNL20520","NO",2.4594008964962,275.770388944311,0.999569785633392,27.4582,26.9684,402.466,399.872,25.0852,25.4141,69.9815017925457,600.085,200.298,101.141,33.3568704057139
"13","09:31:28","20220314","Lindsey","BNL20520","NO",2.12738924297143,279.085169177687,1.00477119467775,27.5047,26.993,402.256,400.009,25.1167,25.4106,69.790364775881,600.287,125.065,101.154,29.6447976493274
"14","09:32:28","20220314","Lindsey","BNL20520","NO",1.60102434609604,305.71282364555,1.00515301567538,27.5048,26.9912,401.763,400.044,25.1116,25.3999,69.7693401627357,600.136,79.8802,101.166,29.0625949844379
"15","09:33:29","20220314","Lindsey","BNL20520","NO",1.00734161766962,337.334444354576,1.0037020111785,27.504,27.0017,401.148,400.025,25.1533,25.4363,69.8718290200871,600.3,50.0725,101.165,28.5746786718846
"16","09:34:29","20220314","Lindsey","BNL20520","NO",0.570637180811029,361.287733390811,1.00839056721503,27.4872,27.0021,400.632,399.946,25.1135,25.3952,69.8155274258172,600.25,30.0679,101.148,28.3014377825255
"17","09:35:30","20220314","Lindsey","BNL20520","NO",0.267724298570396,378.550374559898,1.00639175799338,27.4762,27.0011,400.403,400.019,25.1312,25.4146,69.9090811726561,600.103,19.9478,101.141,28.5213730472281
"18","09:36:30","20220314","Lindsey","BNL20520","NO",-0.000784043986476068,393.558501515903,1.01256496120026,27.4685,27.0025,400.165,400.055,25.0837,25.3536,69.7807900976246,600.334,10.1451,101.153,27.0015168927832
"19","09:37:31","20220314","Lindsey","BNL20520","NO",-0.521402385333628,427.693968514499,1.00351217769379,27.454,26.9917,399.669,400.091,25.175,25.4165,70.0245686667897,600.3,0,101.169,24.3704538280532
"20","09:38:48","20220314","Lindsey","BNL20520","YES",2.11018965674647,-2450.30556077716,1.02671822484236,26.3536,26.9197,401.798,399.683,25.0254,25.0374,73.5913400695416,600.031,1999.94,101.175,1.17781097120991
"1","13:34:26","20220314","Lindsey","BNL20521","YES",2.91105341355902,268.952583937411,1.16299772712168,27.397,27.6671,402.755,399.667,24.8975,25.3307,69.8468229770615,600.142,1999.89,100.917,37.679442527809
"2","13:35:27","20220314","Lindsey","BNL20521","YES",3.454195518304,274.440138731975,1.1523774165577,27.4025,27.6512,403.674,400.003,24.8701,25.4012,70.0198029295804,600.204,1999.9,100.918,46.7077990088033
"3","13:36:27","20220314","Lindsey","BNL20521","NO",3.43327620073459,272.648550138411,1.15472465851139,27.3993,27.6583,403.638,399.992,24.8731,25.3943,70.0109835489452,600.207,1999.92,100.914,45.7323514357697
"4","13:37:28","20220314","Lindsey","BNL20521","NO",3.45577596728795,268.350762927519,1.11106970047883,27.3193,27.4414,403.672,400.018,24.8723,25.3584,70.2509508709479,600.223,1700.04,100.929,44.3351565830284
"5","13:38:28","20220314","Lindsey","BNL20521","NO",3.52145587460097,263.69064810195,1.07565284720722,27.2032,27.2094,403.731,400.022,24.7564,25.2178,70.3394096984715,600.307,1400.01,100.93,43.475686857485
"6","13:39:29","20220314","Lindsey","BNL20521","NO",3.62956195485935,258.748251926195,1.05251426712651,27.1077,27.0257,403.757,399.945,24.6165,25.0646,70.2983984272471,600.229,1200,100.921,43.1435041982934
"7","13:40:29","20220314","Lindsey","BNL20521","NO",3.5430911556064,258.289108924364,1.03168868779956,27.0104,26.8664,403.683,399.966,24.5147,24.9416,70.3501480537469,600.204,1000.01,100.915,41.9234928269328
"8","13:41:30","20220314","Lindsey","BNL20521","NO",3.40822688541479,275.144872529967,1.01481669789616,26.9071,26.683,403.601,400.005,24.2736,24.7346,70.1817689608402,600.23,799.882,100.902,46.0592292472029
"9","13:42:30","20220314","Lindsey","BNL20521","NO",3.37511998857849,261.435002549128,0.98852660205929,26.8015,26.5055,403.617,400.08,24.2376,24.6355,70.3290394581794,600.237,599.768,100.892,40.7741042864778
"10","13:43:31","20220314","Lindsey","BNL20521","NO",3.23691779477042,266.137912646621,0.970666548317568,26.6897,26.3159,403.411,400.016,24.0348,24.4231,70.2011871193197,600.21,400.154,100.918,40.5340596253657
"11","13:44:43","20220314","Lindsey","BNL20521","NO",2.66164569814418,276.124893289754,0.957294526388241,26.5903,26.2114,402.737,399.936,24.0049,24.3466,70.3906865745504,600.161,299.929,100.918,36.1359109963171
"12","13:45:43","20220314","Lindsey","BNL20521","NO",2.82432485277536,274.042085404709,0.953079281288043,26.5128,26.1049,402.996,400.027,23.8239,24.1783,70.2176849589031,600.129,199.824,100.907,37.6511923910754
"13","13:46:44","20220314","Lindsey","BNL20521","NO",2.33848357048461,287.21295755883,0.942628861006395,26.4444,26.0214,402.488,400.017,23.7946,24.1205,70.320260873349,600.275,125.088,100.889,34.9937451254377
"14","13:47:44","20220314","Lindsey","BNL20521","NO",1.87021639551513,310.879835438923,0.944218710409845,26.382,25.9547,401.988,399.981,23.6391,23.9748,70.1478833253839,600.253,80.0764,100.881,35.9880164239094
"15","13:48:45","20220314","Lindsey","BNL20521","NO",1.00000629483937,337.611163363505,0.937452488569064,26.3291,25.9019,401.194,400.087,23.672,23.9342,70.2586023793147,600.289,50.2435,100.896,28.2774579898784
"16","13:49:45","20220314","Lindsey","BNL20521","NO",0.532927454373029,368.874022809149,0.942409394089676,26.2859,25.8644,400.754,400.092,23.4956,23.811,70.0767102130976,600.219,29.8678,100.898,33.8674663803009
"17","13:50:46","20220314","Lindsey","BNL20521","NO",0.342158231659542,376.556826300094,0.935155300885183,26.2537,25.8483,400.45,399.989,23.5618,23.8522,70.3287171074227,600.269,20.0007,100.894,31.4127707231099
"18","13:51:46","20220314","Lindsey","BNL20521","NO",-0.00177911081967885,394.026294667761,0.940105805749629,26.2216,25.8235,400.138,400.018,23.459,23.7562,70.173773085382,600.26,9.88778,100.887,31.9790080124681
"19","13:52:47","20220314","Lindsey","BNL20521","NO",-0.444675846569816,419.140588811674,0.942354077902896,26.1926,25.7998,399.697,400.034,23.4262,23.6886,70.0909254371357,600.216,0,100.883,28.1428853321967
"20","13:53:47","20220314","Lindsey","BNL20521","YES",2.87577434346027,231.699304029346,1.17607679180123,26.7088,27.1965,402.891,399.88,23.8781,24.2103,69.4803857502344,600.19,1999.95,100.874,28.5127636919656
"1","08:31:48","20220404","Julia","BNL21679","YES",4.74527503623743,328.569367941599,1.50029123757906,26.1585,25.9932,405.477,399.995,16.7406,18.5517,54.9791614759281,600.177,2000.07,100.84,123.785656998774
"2","08:32:49","20220404","Julia","BNL21679","YES",4.58917839788825,330.478784510592,1.4997689365612,26.1581,25.9925,405.321,399.997,16.7494,18.556,54.9916941381738,600.193,1999.75,100.837,123.513596272234
"3","08:33:49","20220404","Julia","BNL21679","NO",4.68254652435156,328.975774961882,1.50174484108943,26.1666,26.0047,405.411,399.996,16.7614,18.5626,54.977569752344,600.211,2000.04,100.826,122.958711677808
"4","08:34:50","20220404","Julia","BNL21679","NO",4.55821091216693,330.036075709176,1.49563832064245,26.2348,25.9679,405.251,399.97,16.7751,18.552,54.7203552729443,600.178,1699.98,100.817,121.756209472996
"5","08:35:50","20220404","Julia","BNL21679","NO",4.51432850556443,327.271391643525,1.49639240955255,26.4192,26.0294,405.249,400.05,16.9865,18.6688,54.4611482165335,600.151,1400.06,100.803,115.051579452535
"6","08:36:51","20220404","Julia","BNL21679","NO",4.43671564863271,329.196311050671,1.46813404192683,26.4339,25.9635,405.12,400.004,17.1492,18.8187,54.8502076608968,600.18,1199.97,100.802,116.419431966414
"7","08:37:51","20220404","Julia","BNL21679","NO",4.45159504258041,326.632343281683,1.47370907856516,26.5482,26.0259,405.076,399.967,17.2696,18.8855,54.6792535989674,600.181,1000.14,100.809,112.177644246389
"8","08:38:52","20220404","Julia","BNL21679","NO",4.26840599267667,330.113328939654,1.45516759305961,26.5592,25.9713,404.933,400.008,17.3469,18.9607,54.8629014743798,600.199,800.109,100.812,113.502297007694
"9","08:39:52","20220404","Julia","BNL21679","NO",4.15032365797861,329.533249234986,1.45596640334856,26.6539,26.0118,404.816,400.033,17.4776,19.0324,54.7654097450954,600.197,599.736,100.815,109.207860911183
"10","08:40:53","20220404","Julia","BNL21679","NO",4.1779167859308,329.753796973947,1.44510976943813,26.6778,25.967,404.808,399.996,17.4936,19.0519,54.7429674569323,600.192,399.814,100.812,110.302376811125
"11","08:41:53","20220404","Julia","BNL21679","NO",3.99584880320646,330.488460358971,1.43969269622615,26.7236,26.0038,404.573,399.965,17.6753,19.1785,54.9579084321042,600.125,300.005,100.811,106.722823463579
"12","08:42:54","20220404","Julia","BNL21679","NO",3.68683335863976,335.635701741611,1.43429563437477,26.717,25.9864,404.33,400.03,17.6844,19.1917,55.0339112371644,600.26,199.936,100.842,107.490236734806
"13","08:43:57","20220404","Julia","BNL21679","NO",3.18576442242774,342.549464197101,1.44025717521052,26.733,25.9892,403.748,399.952,17.6378,19.1366,54.8287722172355,600.171,125.185,100.85,106.410790718323
"14","08:44:58","20220404","Julia","BNL21679","NO",2.2470560629608,355.739336775393,1.44350451352445,26.714,25.9908,402.856,400.015,17.65,19.1077,54.8069220944837,600.138,80.0926,100.85,103.188716807595
"15","08:45:58","20220404","Julia","BNL21679","NO",1.66910607628401,363.605897018506,1.44190661544899,26.7035,25.9848,402.294,400.057,17.7253,19.1186,54.852196126981,600.133,50.008,100.813,98.6225126860414
"16","08:46:59","20220404","Julia","BNL21679","NO",0.860704870856762,375.381176251094,1.44200336911918,26.6838,25.9957,401.387,400.008,17.8638,19.1352,54.9750064060785,600.137,29.8617,100.834,89.8615948138858
"17","08:47:59","20220404","Julia","BNL21679","NO",0.419582979431917,382.38140210156,1.4429242336412,26.6655,26.0005,400.917,400.034,17.9965,19.1331,55.0353362213869,600.187,19.9434,100.847,80.1555316548418
"18","08:49:00","20220404","Julia","BNL21679","NO",-0.0146963543006903,391.037482176572,1.44699440494664,26.6393,26.0111,400.344,399.976,18.1759,19.1144,55.0645717813676,600.161,9.96203,100.844,65.8152365729616
"19","08:50:00","20220404","Julia","BNL21679","NO",-0.367605078373651,399.61396998371,1.44394251636757,26.6143,25.9942,400.017,400.001,18.1709,19.1113,55.1364796455872,600.188,0,100.843,66.0958198587787
"20","08:51:01","20220404","Julia","BNL21679","YES",4.19273132726098,287.661398035287,1.48973667356177,26.0757,26.1236,404.353,399.771,17.9555,18.9146,56.3308518887681,600.221,2000.01,100.842,65.3161839817619
"1","12:26:40","20220404","Julia","BNL21683","YES",6.06742315426961,311.86703053039,1.50225319155763,26.169,25.9963,406.814,400.004,16.7231,18.5498,54.9056441338,600.19,2000,100.778,124.634154926497
"2","12:27:41","20220404","Julia","BNL21683","YES",6.0447671307836,312.289593955476,1.50041841451842,26.1555,25.9846,406.801,400.013,16.7172,18.5443,54.9347819551517,600.143,1999.99,100.781,124.811590107044
"3","12:28:41","20220404","Julia","BNL21683","NO",6.1405102651529,310.478533400845,1.49810111395821,26.1578,25.9967,406.857,399.98,16.7812,18.5929,55.0662529786574,600.184,1999.98,100.772,123.928090709731
"4","12:29:42","20220404","Julia","BNL21683","NO",6.10713161780875,310.079910898452,1.49587569662939,26.2474,25.976,406.805,399.97,16.7842,18.5745,54.7198786664896,600.172,1700.11,100.769,122.61543470135
"5","12:30:42","20220404","Julia","BNL21683","NO",5.97678181037552,304.325379259662,1.48933116688279,26.4212,26.0255,406.641,400.003,17.1098,18.7366,54.63630590625,600.194,1400.07,100.773,111.693541381299
"6","12:31:43","20220404","Julia","BNL21683","NO",5.92698276250885,309.97833899522,1.46135083625063,26.4447,25.9534,406.666,400.052,17.1813,18.8705,54.9530058250961,600.177,1200.02,100.778,118.359203916775
"7","12:32:43","20220404","Julia","BNL21683","NO",5.82524175048043,308.269610581101,1.46798000565479,26.5707,26.0203,406.546,400.056,17.3027,18.9368,54.7388900365659,600.164,999.924,100.779,113.886921716405
"8","12:33:44","20220404","Julia","BNL21683","NO",5.77125863042337,309.932910149962,1.45840557273929,26.5919,25.9741,406.446,400.007,17.3011,18.9426,54.6806129638395,600.161,799.91,100.767,115.17011948737
"9","12:34:44","20220404","Julia","BNL21683","NO",5.65138045120254,308.947379608188,1.45570214246861,26.6976,26.0284,406.336,400.04,17.4945,19.079,54.7265679943967,600.167,600.236,100.756,111.287896176589
"10","12:35:45","20220404","Julia","BNL21683","NO",5.40178182091376,314.062440676633,1.42490720030765,26.6916,25.9485,406.118,400.075,17.648,19.2245,55.1684275758324,600.207,399.938,100.765,113.195607519889
"11","12:36:45","20220404","Julia","BNL21683","NO",5.20802816248932,314.0901899894,1.43861728416884,26.7524,25.9845,405.817,399.983,17.6202,19.159,54.7861192461639,600.178,299.984,100.769,109.346491935111
"12","12:37:46","20220404","Julia","BNL21683","NO",4.77964969111459,319.395893723322,1.44035779997888,26.7625,25.9805,405.405,400.007,17.6163,19.1354,54.6816505752153,600.145,200.006,100.761,107.769206408145
"13","12:38:46","20220404","Julia","BNL21683","NO",3.91631283935696,328.109865604105,1.43310732971236,26.7706,26.0084,404.542,400.052,17.8535,19.2625,55.0186322812771,600.162,124.742,100.761,100.334382796412
"14","12:39:47","20220404","Julia","BNL21683","NO",2.79827761061215,345.303364799164,1.43215540927652,26.7427,25.9917,403.408,400.045,17.8531,19.2392,55.0414451923613,600.141,80.0293,100.759,98.7360665041417
"15","12:40:47","20220404","Julia","BNL21683","NO",1.81786606231136,357.274739853681,1.43376953551526,26.7297,26.0038,402.327,400.01,18.0232,19.2483,55.106323219338,600.177,49.9648,100.753,86.9770399270358
"16","12:41:48","20220404","Julia","BNL21683","NO",0.883181700104205,373.90007128566,1.43762321638443,26.6975,26.0049,401.398,400.032,18.0275,19.2119,55.1075074118528,600.177,30.1802,100.755,83.8140639454729
"17","12:42:48","20220404","Julia","BNL21683","NO",0.458529586494044,381.275009100142,1.44569915528499,26.6682,26.0001,400.952,400.044,18.0191,19.1215,54.9452548059982,600.177,19.8817,100.759,77.4849693045832
"18","12:43:49","20220404","Julia","BNL21683","NO",0.0195176776833544,390.308003133423,1.44439094894286,26.6389,26.0084,400.465,400.031,18.1329,19.1492,55.1247763146284,600.194,10.2806,100.768,71.4268579886263
"19","12:44:49","20220404","Julia","BNL21683","NO",-0.612536147140372,405.145461087392,1.44585837598412,26.6035,25.99,399.826,400.043,18.1294,19.0988,55.0928024643616,600.18,0,100.765,68.0143093939967
"20","12:45:50","20220404","Julia","BNL21683","YES",5.0137756108309,266.192365984511,1.49852321453678,26.0766,26.155,405.094,399.692,17.9508,18.9068,56.2549316263405,600.149,2000.23,100.753,64.6471705752025
"1","08:43:29","20220404","Lindsey","BNL21680","YES",2.31097603713982,268.36271329436,1.52622432671276,25.926,25.9801,402.447,399.951,17.7848,18.2405,54.8908038521341,600.161,1799.94,100.997,30.1320012631601
"2","08:44:29","20220404","Lindsey","BNL21680","NO",2.21684321829009,254.305263753307,1.52343407654742,25.9495,25.9994,402.31,399.935,17.9136,18.3047,55.0119171132354,600.318,1800.27,101.005,25.8963736236032
"3","08:45:30","20220404","Lindsey","BNL21680","NO",2.09418883658449,276.673071617807,1.51798166855056,25.9712,26.0053,402.28,400.007,17.9318,18.3722,55.1381428794823,600.186,1700.03,100.995,29.2752741387569
"4","08:46:30","20220404","Lindsey","BNL21680","NO",2.01697610420451,282.13520298227,1.51337134463416,26.0865,25.9894,402.313,400.116,17.9452,18.3889,54.8056564065792,600.248,1400.16,100.981,29.5858107580897
"5","08:47:31","20220404","Lindsey","BNL21680","NO",2.21009389206405,252.428153678938,1.50070404726714,26.1977,25.9929,402.277,399.914,18.1418,18.5204,54.8381037362004,600.369,1200.05,100.985,25.4459998749659
"6","08:48:31","20220404","Lindsey","BNL21680","NO",2.05387400977018,274.791676289043,1.49631948674844,26.2555,25.9978,402.304,400.081,18.1546,18.5726,54.8077297590442,600.372,1000.05,100.99,28.1929188934801
"7","08:49:32","20220404","Lindsey","BNL21680","NO",2.0904475472452,246.365905837173,1.48837852926414,26.3557,26.0086,402.307,400.079,18.332,18.6717,54.7774978781286,600.27,800.199,100.994,23.0097610459604
"8","08:50:32","20220404","Lindsey","BNL21680","NO",1.75403693941283,295.867509305572,1.47013889759951,26.3681,25.9736,401.928,400,18.3607,18.7894,55.0637926161776,600.274,600.11,100.96,29.4266609092893
"9","08:51:33","20220404","Lindsey","BNL21680","NO",2.10112167598016,242.988329322274,1.47787799343609,26.4737,26.01,402.239,400.004,18.4493,18.7806,54.7081944135422,600.337,399.863,100.982,22.5994003547473
"10","08:52:57","20220404","Lindsey","BNL21680","NO",2.00809351256752,265.633964415203,1.47089005180985,26.4826,26.0073,402.159,400,18.4726,18.8448,54.8652340944957,600.249,300.001,100.98,25.5205365419373
"11","08:53:58","20220404","Lindsey","BNL21680","NO",1.95854037773793,269.385108513992,1.46624233744138,26.4851,25.9907,402.039,399.929,18.4836,18.8568,54.8955491381282,600.203,199.914,100.986,25.67122113044
