VNR (experiment no),ART (Species code),Species,BLT ,Julian Day,Date,Stand,SampleID,Predawn water potential bar ,"Instantaneous water potential, psi bar ",Patm,Tleaf,rFmBl % ,rFoBl % ,CO2r,Bta Grad C ,LtoB Grad C ,ALVPD,CO2s,TrOf mmol m-2 s-1 ,gsw,Bti Grad C ,Ci,Qin,A
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 09:03,Arrabida,180_102_2_Arrabida,-5.5,-14,1040,14.9,44.4,36.3,350, ,15.2,9.822,343,1.7102,174.1,15.5,281,630,6.2796
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 09:35,Arrabida,180_102_2_Arrabida,-5.5,-17.6,1040,16.2,42.7,33.9,350, ,16.5,11.452,341,1.8902,165.1,17.2,247,800,9.1102
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 11:53,Arrabida,180_102_2_Arrabida,-5.5,-15.6,1040,19.9,39.3,29,350, ,20.8,15.626,339,2.7395,175.3,21.2,237,1000,10.4342
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 17:16,Arrabida,180_102_2_Arrabida,-5.5,-14.5,1040,18.5,39.5,33.5,350, ,17.8,13.207,343,1.7465,132.2,19,252,1090,6.9649
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 16:11,Arrabida,180_102_2_Arrabida,-5.5,-18.7,1040,20.6,38.1,30.2,350, ,20.5,16.747,341,2.4266,144.9,22,233,1650,9.0303
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 12:58,Arrabida,180_102_2_Arrabida,-5.5,-23.4,1040,19.8,41.2,29.4,350, ,20.5,17.119,339,3.4453,201.3,22.4,242,1900,11.11
180,102,Quercus ilex subsp. ballota,2,137,17/05/1983 13:51,Arrabida,180_102_2_Arrabida,-5.5,-27.8,1040,18.7,41.4,30.7,350, ,20.2,14.792,339,2.5877,174.9,20.5,234,2000,10.7494
182,101,Quercus faginea,1,137,17/05/1983 19:34,Arrabida,182_101_1_Arrabida,-7.5,-6.9,1040,12.2,45.1,40.4,350, ,13.2,7.78,350,0.3736,48,12.4,352,10,-0.2006
182,101,Quercus faginea,1,137,17/05/1983 19:01,Arrabida,182_101_1_Arrabida,-7.5,-8,1040,13.1,43.3,40.4,350, ,13.2,8.516,349,0.3831,45,13.3,324,68,0.5822
182,101,Quercus faginea,1,137,17/05/1983 06:40,Arrabida,182_101_1_Arrabida,-7.5,-6.6,1040,11.8,46.6,40.5,350, ,12.4,7.286,348,0.4895,67.2,11.9,311,130,1.3804
182,101,Quercus faginea,1,137,17/05/1983 18:07,Arrabida,182_101_1_Arrabida,-7.5,-10.1,1040,15.6,40.1,36.6,350, ,15.4,10.448,347,0.5809,55.6,15.7,277,207,2.2597
182,101,Quercus faginea,1,137,17/05/1983 08:00,Arrabida,182_101_1_Arrabida,-7.5,-6.2,1040,14.4,43.4,36.2,350, ,14.6,9.354,343,0.9078,97.1,14.7,258,353,4.8717
182,101,Quercus faginea,1,137,17/05/1983 14:29,Arrabida,182_101_1_Arrabida,-7.5,-22.6,1040,18.9,37.7,30.8,350, ,20,13.786,342,1.1876,86.1,19.3,219,560,6.2646
182,101,Quercus faginea,1,137,17/05/1983 09:15,Arrabida,182_101_1_Arrabida,-7.5,-16.8,1040,16.3,41.1,36.3,350, ,15.2,11.213,341,1.0478,93.4,16.8,215,650,7.0681
182,101,Quercus faginea,1,137,17/05/1983 10:19,Arrabida,182_101_1_Arrabida,-7.5,-24.1,1040,17.5,40.4,29,350, ,19.5,12.358,339,1.5175,122.8,18.1,222,715,8.5428
182,101,Quercus faginea,1,137,17/05/1983 11:35,Arrabida,182_101_1_Arrabida,-7.5,-24.9,1040,16.7,41.7,34.3,350, ,16.3,12.003,340,1.2011,100.1,17.7,221,900,7.1378
182,101,Quercus faginea,1,137,17/05/1983 13:33,Arrabida,182_101_1_Arrabida,-7.5,-27.8,1040,19,38.4,31.5,350, ,19.4,15.125,341,1.1389,75.3,20.4,193,1170,6.6586
182,101,Quercus faginea,1,137,17/05/1983 17:00,Arrabida,182_101_1_Arrabida,-7.5,-12,1040,17.9,39.6,34.2,350, ,17.3,14.582,341,1.0543,72.3,19.8,190,1210,6.5209
182,101,Quercus faginea,1,137,17/05/1983 15:53,Arrabida,182_101_1_Arrabida,-7.5,-13.9,1040,21.5,36.8,28.6,350, ,21.6,19.873,342,1.7041,85.8,24,222,1825,5.909
182,101,Quercus faginea,1,137,17/05/1983 12:39,Arrabida,182_101_1_Arrabida,-7.5,-26.4,1040,23.4,37.8,27.4,350, ,21.9,21.003,337,2.9409,140,25.4,215,2000,9.8822
182,101,Quercus faginea,2,137,17/05/1983 19:37,Arrabida,182_101_2_Arrabida,-7.5,-6.9,1040,12.1,45.2,40.4,350, ,13.2, ,350,0.4002, , , ,5,-0.5051
182,101,Quercus faginea,2,137,17/05/1983 19:03,Arrabida,182_101_2_Arrabida,-7.5,-8,1040,13.1,44,40.4,350, ,13.2,8.317,349,0.512,61.6,13.2,336,44,0.3363
182,101,Quercus faginea,2,137,17/05/1983 06:45,Arrabida,182_101_2_Arrabida,-7.5,-6.6,1040,11.9,48.6,40.5,350, ,12.4,7.336,349,0.8673,118.2,12.3,338,106,0.5
182,101,Quercus faginea,2,137,17/05/1983 18:09,Arrabida,182_101_2_Arrabida,-7.5,-10.1,1040,15.4,40.6,36.6,350, ,15.4,10.121,347,0.7135,70.5,15.4,297,130,1.9698
182,101,Quercus faginea,2,137,17/05/1983 08:05,Arrabida,182_101_2_Arrabida,-7.5,-6.2,1040,14.4,43.9,36.2,350, ,14.6,9.274,345,1.0726,115.7,14.7,292,265,3.4889
182,101,Quercus faginea,2,137,17/05/1983 10:22,Arrabida,182_101_2_Arrabida,-7.5,-24.1,1040,17.1,42.2,29,350, ,19.5,10.736,344,1.7841,166.2,16.9,295,315,4.4939
182,101,Quercus faginea,2,137,17/05/1983 14:32,Arrabida,182_101_2_Arrabida,-7.5,-22.6,1040,18.5,39.9,30.8,350, ,20,12.595,345,1.5618,124,18.6,286,340,4.0235
182,101,Quercus faginea,2,137,17/05/1983 13:36,Arrabida,182_101_2_Arrabida,-7.5,-27.8,1040,18.7,39.2,31.5,350, ,19.4,12.901,343,1.5543,120.5,18.8,262,380,5.6411
182,101,Quercus faginea,2,137,17/05/1983 12:41,Arrabida,182_101_2_Arrabida,-7.5,-26.4,1040,22.3,38.6,27.4,350, ,21.9,16.585,341,2.8589,172.4,22.6,275,480,6.2646
182,101,Quercus faginea,2,137,17/05/1983 09:18,Arrabida,182_101_2_Arrabida,-7.5,-16.8,1040,16.4,41.4,36.3,350, ,15.2,10.994,342,1.4105,128.3,16.7,253,485,6.6944
182,101,Quercus faginea,2,137,17/05/1983 17:05,Arrabida,182_101_2_Arrabida,-7.5,-12,1040,18.3,40.3,34.2,350, ,17.3,13.685,340,1.5039,109.9,19.4,218,880,7.9235
182,101,Quercus faginea,2,137,17/05/1983 11:37,Arrabida,182_101_2_Arrabida,-7.5,-24.9,1040,17.4,42.9,34.3,350, ,16.3,12.051,339,1.9652,163.1,18.2,250,950,8.5398
182,101,Quercus faginea,2,137,17/05/1983 15:55,Arrabida,182_101_2_Arrabida,-7.5,-13.9,1040,21.6,39.2,28.6,350, ,21.6,16.216,339,2.3842,147,22.2,240,1700,8.386
183,82,Quercus coccifera,1,137,17/05/1983 19:40,Arrabida,183_82_1_Arrabida,-7,-5.2,1040,12,44.9,40.4,350, ,13.2,7.615,350,0.3891,51.1,12.1,361,5,-0.4596
183,82,Quercus coccifera,1,137,17/05/1983 19:04,Arrabida,183_82_1_Arrabida,-7,-6.5,1040,13,43.5,40.4,350, ,13.2,8.145,349,0.4437,54.5,12.9,328,55,0.5747
183,82,Quercus coccifera,1,137,17/05/1983 06:25,Arrabida,183_82_1_Arrabida,-7,-6.7,1040,11.8,45.2,42.4,350, ,12.4,7.655,349,0.4371,57.1,12.1,339,95,0.2283
183,82,Quercus coccifera,1,137,17/05/1983 08:13,Arrabida,183_82_1_Arrabida,-7,-7.2,1040,14.3,42.7,38,350, ,14.2,9.51,346,0.723,76,14.7,287,130,2.5826
183,82,Quercus coccifera,1,137,17/05/1983 09:21,Arrabida,183_82_1_Arrabida,-7,-12.1,1040,16.3,38.5,36.3,350, ,15.2,12.283,345,0.6144,50,17.3,218,200,3.7943
183,82,Quercus coccifera,1,137,17/05/1983 18:11,Arrabida,183_82_1_Arrabida,-7,-8.4,1040,15.2,40.7,36.6,350, ,15.4,10.083,347,0.5711,56.6,15.3,280,212,2.1626
183,82,Quercus coccifera,1,137,17/05/1983 10:25,Arrabida,183_82_1_Arrabida,-7,-16.4,1040,16.5,38.1,29,350, ,19.5,11.905,345,0.7494,62.9,17,252,375,3.4239
183,82,Quercus coccifera,1,137,17/05/1983 13:40,Arrabida,183_82_1_Arrabida,-7,-17.1,1040,17.8,37.1,31.5,350, ,19.4,13.118,345,0.6892,52.5,18.3,237,425,3.3422
183,82,Quercus coccifera,1,137,17/05/1983 14:35,Arrabida,183_82_1_Arrabida,-7,-21.1,1040,18,37.3,30.8,350, ,20,13.113,344,0.702,53.5,18.4,221,520,3.9308
183,82,Quercus coccifera,1,137,17/05/1983 11:40,Arrabida,183_82_1_Arrabida,-7,-19.1,1040,17.8,36.4,29,350, ,20.8,13.909,345,0.7619,54.8,18.8,242,1000,3.3201
183,82,Quercus coccifera,1,137,17/05/1983 12:45,Arrabida,183_82_1_Arrabida,-7,-18.3,1040,21.4,33.4,29.4,350, ,20.5,18.417,344,1.1135,60.5,22.6,217,1050,4.4732
183,82,Quercus coccifera,1,137,17/05/1983 17:07,Arrabida,183_82_1_Arrabida,-7,-14,1040,18.4,37.6,34.2,350, ,17.3,14.189,342,0.9828,69.3,19.4,213,1060,5.3025
183,82,Quercus coccifera,1,137,17/05/1983 15:58,Arrabida,183_82_1_Arrabida,-7,-24,1040,20.9,34.6,28.6,350, ,21.6,18.379,344,0.9339,50.8,22.6,200,1730,4.3191
183,82,Quercus coccifera,3,137,17/05/1983 19:43,Arrabida,183_82_3_Arrabida,-7,-5.2,1040,11.9,44.5,40.4,350, ,13.2,7.619,350,0.2965,38.9,12,357,5,-0.2812
183,82,Quercus coccifera,3,137,17/05/1983 19:07,Arrabida,183_82_3_Arrabida,-7,-6.5,1040,12.8,42.3,40.4,350, ,13.2,8.305,350,0.3043,36.6,12.8,334,66,0.2576
183,82,Quercus coccifera,3,137,17/05/1983 18:13,Arrabida,183_82_3_Arrabida,-7,-8.4,1040,15,38.9,36.6,350, ,15.4,10.039,349,0.5055,50.4,14.9,304,236,1.2234
183,82,Quercus coccifera,3,137,17/05/1983 10:29,Arrabida,183_82_3_Arrabida,-7,-16.4,1040,16.3,39.6,34.2,350, ,16.3,11.603,343,1.0634,91.6,16.9,220,689,6.7282
183,82,Quercus coccifera,3,137,17/05/1983 14:38,Arrabida,183_82_3_Arrabida,-7,-21.1,1040,17.5,36.3,30.8,350, ,20,13.156,347,0.6026,45.8,18.1,259,700,2.3569
183,82,Quercus coccifera,3,137,17/05/1983 13:43,Arrabida,183_82_3_Arrabida,-7,-17.1,1040,17.3,37.3,31.5,350, ,19.4,12.926,347,0.7447,57.6,18,266,910,2.7027
183,82,Quercus coccifera,3,137,17/05/1983 12:48,Arrabida,183_82_3_Arrabida,-7,-18.3,1040,19.4,34.6,29.4,350, ,20.5,13.808,347,0.8752,63.4,19,272,1250,2.7036
183,82,Quercus coccifera,3,137,17/05/1983 17:09,Arrabida,183_82_3_Arrabida,-7,-14,1040,18.6,34.8,34.2,350, ,17.3,15.792,347,0.7566,47.9,20.2,249,1280,2.7017
183,82,Quercus coccifera,3,137,17/05/1983 11:42,Arrabida,183_82_3_Arrabida,-7,-19.1,1040,18.4,36.4,29,350, ,20.8,14.989,344,1.1122,74.2,19.8,213,1900,5.7708
183,82,Quercus coccifera,3,137,17/05/1983 16:01,Arrabida,183_82_3_Arrabida,-7,-24,1040,21.3,32.3,28.6,350, ,21.6,18.739,347,0.8865,47.3,22.6,254,2000,2.4991
276,101,Quercus faginea,1,174,23/06/1983 19:56,Arrabida,276_101_1_Arrabida,-10, ,1040,18.2,67.6,66.2,350, ,18.3,6.594,350,0.3965,60.1,18.2,350,15,-0.1388
276,101,Quercus faginea,1,174,23/06/1983 05:23,Arrabida,276_101_1_Arrabida,-10,-10.1,1040,15.9,77.4,71.8,350, ,16.8,3.752,350,0.124,33.1,15.7,357,18,-0.1868
276,101,Quercus faginea,1,174,23/06/1983 19:12,Arrabida,276_101_1_Arrabida,-10,-14.5,1040,21.1,57.4,54.6,350, ,21.2,10.683,347,0.2111,19.8,21.3,266,100,0.9426
276,101,Quercus faginea,1,174,23/06/1983 07:16,Arrabida,276_101_1_Arrabida,-10,-10.4,1040,17.8,75.5,78.9,350, ,16.2,5.241,343,0.2232,42.6,18.1,232,296,2.8796
276,101,Quercus faginea,1,174,23/06/1983 08:22,Arrabida,276_101_1_Arrabida,-10,-14.4,1040,22.2,66.1,64.6,350, ,20.1,9.156,337,0.7096,77.5,22.4,240,475,4.5337
276,101,Quercus faginea,1,174,23/06/1983 09:20,Arrabida,276_101_1_Arrabida,-10,-20.4,1040,22.8,64.2,55.8,350, ,22.7,9.352,337,0.8567,91.6,22.6,244,595,5.0887
276,101,Quercus faginea,1,174,23/06/1983 17:52,Arrabida,276_101_1_Arrabida,-10,-23.3,1040,26.8,52.3,42.6,350, ,27.1,17.603,334,1.3348,75.8,27.4,199,780,6.0283
276,101,Quercus faginea,1,174,23/06/1983 10:33,Arrabida,276_101_1_Arrabida,-10,-27.7,1040,25.1,61.9,48.5,350, ,25.9,12.198,333,1.2099,99.2,25.3,221,795,6.5794
276,101,Quercus faginea,1,174,23/06/1983 13:04,Arrabida,276_101_1_Arrabida,-10,-31.5,1040,28.5,59.9,43.8,350, ,28.8,15.644,327,2.4954,159.5,28.7,245,850,7.4998
276,101,Quercus faginea,1,174,23/06/1983 11:48,Arrabida,276_101_1_Arrabida,-10,-31.2,1040,26,63,50.2,350, ,26.2,12.898,330,1.5997,124,26.4,227,1075,7.5908
276,101,Quercus faginea,1,174,23/06/1983 14:21,Arrabida,276_101_1_Arrabida,-10,-28.3,1040,28.3,56.9,46.4,350, ,27,18.615,329,2.1583,115.9,29.4,216,1180,7.6079
276,101,Quercus faginea,1,174,23/06/1983 16:26,Arrabida,276_101_1_Arrabida,-10,-27.5,1040,27.5,53.5,44.5,350, ,26.8,21.033,333,1.61,76.5,29.5,191,1500,6.3854
276,101,Quercus faginea,1,174,23/06/1983 15:25,Arrabida,276_101_1_Arrabida,-10,-26.8,1040,29.4,53.3,42.3,350, ,28.8,22.987,331,2.1149,92,31.2,202,1640,6.8283
276,101,Quercus faginea,1,174,23/06/1983 13:06,Arrabida,276_101_1_Arrabida,-10,-31.5,1040,28.7,60.9,43.8,350, ,28.8,16.35,325,2.6576,162.5,29.3,234,1770,8.4571
276,101,Quercus faginea,2,174,23/06/1983 19:59,Arrabida,276_101_2_Arrabida,-10, ,1040,18.1,68,66.2,350, ,18.3,6.472,350,0.0623,9.6,18.1,363,10,-0.1001
276,101,Quercus faginea,2,174,23/06/1983 05:28,Arrabida,276_101_2_Arrabida,-10,-10.1,1040,16.7,72,71.8,350, ,16.8,5.54,350,0.1683,30.4,17,352,21,-0.0951
276,101,Quercus faginea,2,174,23/06/1983 19:14,Arrabida,276_101_2_Arrabida,-10,-14.5,1040,21,56.6,54.6,350, ,21.2,10.512,348,0.1547,14.7,21,256,91,0.7991
276,101,Quercus faginea,2,174,23/06/1983 07:19,Arrabida,276_101_2_Arrabida,-10,-10.4,1040,18,76.1,78.9,350, ,16.2,5.058,341,0.2657,52.5,18.2,233,234,3.4833
276,101,Quercus faginea,2,173,23/06/1983 08:25,Arrabida,276_101_2_Arrabida,-10,-14.4,1040,22.5,67.2,64.6,350, ,20.1,8.707,335,0.9104,104.6,22.5,250,413,5.3263
276,101,Quercus faginea,2,174,23/06/1983 09:24,Arrabida,276_101_2_Arrabida,-10,-20.4,1040,23.2,64.8,55.8,350, ,22.7,10.086,332,0.9841,97.6,23.4,215,580,6.8189
276,101,Quercus faginea,2,174,23/06/1983 17:55,Arrabida,276_101_2_Arrabida,-10,-23.3,1040,26.5,48.5,42.6,350, ,27.1,18.991,341,0.7951,41.9,27.3,192,670,3.6683
276,101,Quercus faginea,2,174,23/06/1983 10:37,Arrabida,276_101_2_Arrabida,-10,-27.7,1040,24.9,63.3,48.5,350, ,25.9,11.81,329,1.5241,129.1,25.2,221,775,8.2213
276,101,Quercus faginea,2,174,23/06/1983 13:09,Arrabida,276_101_2_Arrabida,-10,-31.3,1040,29.1,59,43.8,350, ,28.8,16.32,326,2.9747,182.3,29.2,243,830,8.6712
276,101,Quercus faginea,2,174,23/06/1983 11:52,Arrabida,276_101_2_Arrabida,-10,-31.2,1040,26.5,66,50.2,350, ,26.2,13.09,322,2.1776,166.4,27.3,214,1190,10.5559
276,101,Quercus faginea,2,174,23/06/1983 15:29,Arrabida,276_101_2_Arrabida,-10,-26.8,1040,29.5,48.7,42.3,350, ,28.8,22.979,336,1.5405,67,30.5,200,1360,5.2903
276,101,Quercus faginea,2,174,23/06/1983 16:28,Arrabida,276_101_2_Arrabida,-10,-27.5,1040,28.1,51.8,44.5,350, ,26.8,21.213,334,1.4818,69.9,29.6,195,1450,5.6501
276,101,Quercus faginea,2,174,23/06/1983 14:23,Arrabida,276_101_2_Arrabida,-10,-28.3,1040,29.2,55,46.4,350, ,27,22.309,331,2.4169,108.3,31.1,206,1800,7.7794
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 19:40,Arrabida,281_102_1_Arrabida,-6, ,1040,18.5,66.3,66.2,350, ,18.3,6.86,351,0.1509,22,18.4,390,37,-0.5904
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 06:17,Arrabida,281_102_1_Arrabida,-6,-7.2,1040,15.6,81.8,80.2,350, ,15.6,3.141,349,0.1304,41.5,15.6,331,109,0.4208
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 18:28,Arrabida,281_102_1_Arrabida,-6,-9.1,1040,22.1,56.2,42.6,350, ,27.1,10.878,347,0.4561,41.9,21.8,298,399,1.1507
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 07:41,Arrabida,281_102_1_Arrabida,-6,-8.3,1040,18.7,73.8,69.8,350, ,18.7,6.034,346,0.4861,80.6,19.1,291,578,2.602
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 10:08,Arrabida,281_102_1_Arrabida,-6,-11.5,1040,23.9,61,52.8,350, ,24.1,12.147,344,1.1914,98.1,24.4,287,787,3.0936
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 12:29,Arrabida,281_102_1_Arrabida,-6,-14,1040,29.3,50.8,43.8,350, ,28.8,20.696,345,1.7575,84.9,29.8,291,950,2.3021
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 16:58,Arrabida,281_102_1_Arrabida,-6,-11.5,1040,26.3,49.5,44.5,350, ,26.8,17.828,346,0.898,50.4,26.8,276,1000,1.9178
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 13:44,Arrabida,281_102_1_Arrabida,-6,-15,1040,26.8,51.8,46.4,350, ,27,19.043,345,1.0151,53.3,28,265,1170,2.3632
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 11:12,Arrabida,281_102_1_Arrabida,-6,-12.7,1040,26,59.6,50.2,350, ,26.2,15.421,343,1.392,90.3,27.1,278,1400,3.2298
281,102,Quercus ilex subsp. ballota,1,174,23/06/1983 14:54,Arrabida,281_102_1_Arrabida,-6,-15.9,1040,30.7,46.4,42.3,350, ,28.8,27.421,345,1.7937,65.4,32.4,277,1920,2.2051
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 19:43,Arrabida,281_102_3_Arrabida,-6, ,1040,18.2,67,66.2,350, ,18.3,6.845,351,0.0953,13.9,18.3,435,42,-0.7695
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 18:31,Arrabida,281_102_3_Arrabida,-6,-9,1040,21.6,56.1,42.6,350, ,27.1,11.031,348,0.4323,39.2,21.6,273,448,1.6979
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 12:32,Arrabida,281_102_3_Arrabida,-6,-14.1,1040,28.2,48.6,43.8,350, ,28.8,19.585,349,1.0576,54,28.4,320,800,0.6125
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 10:14,Arrabida,281_102_3_Arrabida,-6,-11.6,1040,23.9,58.1,52.8,350, ,24.1,12.279,347,1.1124,90.6,24,311,925,1.7189
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 13:47,Arrabida,281_102_3_Arrabida,-6,-15,1040,26.8,49.7,46.4,350, ,27,18.496,347,1.0372,56.1,27.4,284,1100,1.8946
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 17:00,Arrabida,281_102_3_Arrabida,-6,-11.4,1040,25.8,47.8,44.5,350, ,26.8,17.862,348,0.7876,44.1,26.3,275,1160,1.7645
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 11:15,Arrabida,281_102_3_Arrabida,-6,-12.8,1040,25.9,55.7,50.2,350, ,26.2,17.843,346,1.3515,75.7,27.6,289,1425,2.2747
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 15:57,Arrabida,281_102_3_Arrabida,-6,-13.9,1040,27.2,47,44.5,350, ,26.8,20.093,347,1.0633,52.9,27.9,276,1525,2.0184
281,102,Quercus ilex subsp. ballota,3,174,23/06/1983 14:57,Arrabida,281_102_3_Arrabida,-6,-15.9,1040,30.1,42.8,42.3,350, ,28.8,25.234,347,1.5139,60,30.7,292,2000,1.5831
282,82,Quercus coccifera,1,174,23/06/1983 20:04,Arrabida,282_82_1_Arrabida,-5.25, ,1040,17.9,69.1,66.2,350, ,18.3,5.798,350,0.0423,7.3,17.6,385,7,-0.1743
282,82,Quercus coccifera,1,174,23/06/1983 19:33,Arrabida,282_82_1_Arrabida,-5.25,-15,1040,19.4,62.2,54.6,350, ,21.2,8.021,348,0.1104,13.8,19.2,244,66,0.865
282,82,Quercus coccifera,1,174,23/06/1983 06:02,Arrabida,282_82_1_Arrabida,-5.25,-11.8,1040,16,78.5,80.2,350, ,15.6,3.694,348,0.1074,29.1,15.9,293,85,0.9759
282,82,Quercus coccifera,1,174,23/06/1983 07:31,Arrabida,282_82_1_Arrabida,-5.25,-19,1040,18.4,75.1,69.8,350, ,18.7,5.262,342,0.4655,88.5,18.5,265,354,4.1158
282,82,Quercus coccifera,1,174,23/06/1983 18:18,Arrabida,282_82_1_Arrabida,-5.25,-21.6,1040,23.8,54.2,42.6,350, ,27.1,13.675,342,0.8589,62.8,24.1,220,517,4.5425
282,82,Quercus coccifera,1,174,23/06/1983 09:56,Arrabida,282_82_1_Arrabida,-5.25,-25.6,1040,25.9,56.8,52.8,350, ,24.1,14.062,339,1.6596,118,25.9,255,712,5.7078
282,82,Quercus coccifera,1,174,23/06/1983 13:34,Arrabida,282_82_1_Arrabida,-5.25,-31.1,1040,28.2,51.9,43.8,350, ,28.8,17.92,338,1.9276,107.6,28.2,231,1090,6.6002
282,82,Quercus coccifera,1,174,23/06/1983 16:50,Arrabida,282_82_1_Arrabida,-5.25,-29,1040,27.8,49.4,44.5,350, ,26.8,20.151,339,1.7347,86.1,28.6,223,1118,5.7356
282,82,Quercus coccifera,1,174,23/06/1983 12:17,Arrabida,282_82_1_Arrabida,-5.25,-27.9,1040,31,50.8,50.2,350, ,26.2,23.57,337,3.1012,131.6,31.8,243,1220,6.8489
282,82,Quercus coccifera,1,174,23/06/1983 14:44,Arrabida,282_82_1_Arrabida,-5.25,-34.4,1040,32.2,46.7,46.4,350, ,27,25.773,339,2.8864,112,32.5,245,1370,5.7297
282,82,Quercus coccifera,1,174,23/06/1983 11:00,Arrabida,282_82_1_Arrabida,-5.25,-27.3,1040,26.8,56.6,48.5,350, ,25.9,15.713,336,1.7992,114.5,27.2,224,1400,7.4857
282,82,Quercus coccifera,1,174,23/06/1983 12:19,Arrabida,282_82_1_Arrabida,-5.25,-27.9,1040,30.5,50.9,50.2,350, ,26.2,21.376,338,2.7256,127.5,30.7,246,1400,6.51
282,82,Quercus coccifera,1,174,23/06/1983 15:46,Arrabida,282_82_1_Arrabida,-5.25,-32.5,1040,28.5,50.4,42.3,350, ,28.8,19.693,338,2.0926,106.3,28.9,234,1480,6.3076
282,82,Quercus coccifera,2,174,23/06/1983 20:07,Arrabida,282_82_2_Arrabida,-5.25, ,1040,17.8,70,66.2,350, ,18.3,5.83,350,0.1328,22.8,17.7,371,5,-0.3365
282,82,Quercus coccifera,2,174,23/06/1983 19:36,Arrabida,282_82_2_Arrabida,-5.25,-15,1040,19.2,63.6,54.6,350, ,21.2,7.618,349,0.1782,23.4,19,304,55,0.5982
282,82,Quercus coccifera,2,174,23/06/1983 06:06,Arrabida,282_82_2_Arrabida,-5.25,-12.1,1040,15.8,79.9,80.2,350, ,15.6,3.739,348,0.1537,41.1,16,300,112,1.1905
282,82,Quercus coccifera,2,174,23/06/1983 07:34,Arrabida,282_82_2_Arrabida,-5.25,-19.3,1040,18.5,74.1,69.8,350, ,18.7,5.633,342,0.4808,85.4,18.7,253,449,4.622
282,82,Quercus coccifera,2,174,23/06/1983 18:22,Arrabida,282_82_2_Arrabida,-5.25,-21.2,1040,23.8,54.3,42.6,350, ,27.1,13.646,343,0.9599,70.3,24.1,244,518,4.0962
282,82,Quercus coccifera,2,174,23/06/1983 10:00,Arrabida,282_82_2_Arrabida,-5.25,-25.8,1040,24.5,59.2,52.8,350, ,24.1,12.943,342,1.4555,112.5,24.9,266,655,4.8595
282,82,Quercus coccifera,2,174,23/06/1983 13:37,Arrabida,282_82_2_Arrabida,-5.25,-31.2,1040,27.5,53.2,43.8,350, ,28.8,17.797,339,1.8952,106.5,28,238,1020,6.1921
282,82,Quercus coccifera,2,174,23/06/1983 16:52,Arrabida,282_82_2_Arrabida,-5.25,-29,1040,27.8,51,44.5,350, ,26.8,18.476,340,1.9471,105.4,28.1,245,1193,5.6489
282,82,Quercus coccifera,2,174,23/06/1983 11:05,Arrabida,282_82_2_Arrabida,-5.25,-27.3,1040,26.5,56.6,48.5,350, ,25.9,15.237,338,1.745,114.5,26.8,234,1280,6.9051
282,82,Quercus coccifera,2,174,23/06/1983 15:50,Arrabida,282_82_2_Arrabida,-5.25,-32.4,1040,28.5,50.7,42.3,350, ,28.8,20.258,339,2.4102,119,29.2,250,1300,5.9421
282,82,Quercus coccifera,2,174,23/06/1983 14:48,Arrabida,282_82_2_Arrabida,-5.25,-34.5,1040,31.5,48.4,46.4,350, ,27,24.531,339,3.1214,127.2,32,252,1575,6.0199
282,82,Quercus coccifera,2,174,23/06/1983 12:23,Arrabida,282_82_2_Arrabida,-5.25,-28,1040,30.2,51.8,50.2,350, ,26.2,21.123,338,2.9369,139,30.6,247,1670,7.0605
286,101,Quercus faginea,1,203,22/07/1983 05:30,Arrabida,286_101_1_Arrabida,-14,-15.3,1040,15.7,83.6,84.1,350, ,15.6,3.185,350,0.3599,113,16,352,6,-0.2241
286,101,Quercus faginea,1,203,22/07/1983 19:32,Arrabida,286_101_1_Arrabida,-14, ,1040,20.2,60.2,58.2,350, ,20.9,9.319,350,0.0284,3,20.3,301,39,0.0834
286,101,Quercus faginea,1,203,22/07/1983 06:44,Arrabida,286_101_1_Arrabida,-14,-17.4,1040,16.7,85.8,84.9,350, ,16.7,3.105,348,0.0855,27.5,17.1,294,103,0.9091
286,101,Quercus faginea,1,203,22/07/1983 18:30,Arrabida,286_101_1_Arrabida,-14,-25,1040,25,50.5,51.1,350, ,23.8,16.017,345,0.4223,26.4,25.4,183,550,2.56
