record,time,date,SampleID,Remove,A,gsw,Ci,VPDleaf,Tair,Tleaf,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
13,10:52:50,20230821,BNL19755,NO,5.872704423,122875.1189,329.2327646,1.795912639,37.47543716,35.0091362,427.9737854,419.8055115,36.106987,38.6770134,59.58437729,500.0915833,250.307373,99.67980194
14,10:54:28,20230821,BNL19755,NO,4.3917612,109793.2077,342.4415559,1.761331967,37.86287689,34.81602097,426.0660706,419.8098145,36.15937424,38.42103958,57.95650482,500.1199341,179.4793701,99.67838287
15,10:55:29,20230821,BNL19755,NO,2.503811203,102674.388,368.1625636,1.776740052,38.09700775,34.83227539,424.0653992,420.1268921,36.17842102,38.31743622,57.07078552,500.0882874,124.7924728,99.67734528
16,10:56:45,20230821,BNL19755,NO,2.018494491,86452.88589,367.8683831,1.904681287,37.1419487,35.19458389,422.0406494,418.7729797,36.22866821,38.1714592,59.88201523,500.0826721,100.1412125,99.67759705
17,10:57:58,20230821,BNL19755,NO,1.247920907,79201.45096,382.174206,1.853055575,36.93544769,34.9767952,422.7236633,420.4678955,36.26956558,38.00503922,60.2935524,500.0923462,74.39125061,99.67261505
18,10:58:59,20230821,BNL19755,NO,0.633632755,73338.52935,393.211117,1.840137696,36.89199066,34.91157532,421.3563538,419.8983459,36.33127213,37.9301033,60.31832504,500.1093445,60.89688492,99.67371368
19,11:00:00,20230821,BNL19755,NO,0.165196033,68124.18621,403.3464152,1.836736853,36.87611771,34.87672424,420.8474121,420.0009766,36.3719902,37.85701752,60.25177383,500.1351624,49.26277924,99.669487
20,11:01:01,20230821,BNL19755,NO,-0.622847671,62783.10463,423.1580575,1.83677971,36.95846176,34.85039139,419.8386536,419.9873962,36.40333939,37.7744751,59.85065079,500.1392212,30.71438408,99.66952515
21,11:02:02,20230821,BNL19755,NO,-1.017003297,58787.81119,435.0223195,1.829835708,37.11619949,34.8081665,419.3288879,419.9899902,36.43292618,37.71377182,59.24069214,500.1132507,21.17894745,99.66674042
22,11:03:03,20230821,BNL19755,NO,-2.180974076,55614.0851,469.7081468,1.854190157,37.34756088,34.87718582,417.6821899,419.7624512,36.45490265,37.68417358,58.45293045,500.1336365,0.717847347,99.66729736
2,13:42:36,20230821,BNL19761,YES,8.730860877,91210.38596,248.7332045,2.423900239,31.62078285,35.28289032,431.3079529,419.6959229,30.70549774,33.32314682,70.900383,500.071167,1998.60083,99.43720245
3,13:43:37,20230821,BNL19761,YES,8.573463386,91529.49667,252.5598728,2.373654637,31.43963623,35.10277557,431.3587952,419.9560547,30.6851635,33.25631714,71.49054718,500.1133423,2000.607178,99.43804932
4,13:44:38,20230821,BNL19761,NO,8.51608607,92164.87719,254.7375493,2.346178012,31.37934303,35.00673294,431.2922974,419.9632874,30.6741333,33.23262024,71.6786499,500.0831299,1999.494873,99.42940521
5,13:46:39,20230821,BNL19761,NO,8.429158376,93277.47848,258.3636068,2.284106708,31.94059372,34.79387665,431.2143555,420.0063782,30.67120934,33.19035721,69.3438797,500.0689087,1801.408936,99.42980194
6,13:48:40,20230821,BNL19761,NO,8.006800154,92952.71302,265.3517548,2.270657642,33.08929825,34.73158264,430.7733459,420.0826111,30.63688087,33.13251877,64.88013458,500.0897827,1501.388306,99.42788696
7,13:49:41,20230821,BNL19761,NO,7.600187765,87039.69897,263.0790538,2.362189928,33.69052887,34.99533081,430.1668091,419.990387,30.59966469,33.03668976,62.54864883,500.1260986,1251.256836,99.42646027
8,13:51:42,20230821,BNL19761,NO,7.360839697,90402.18768,273.1405389,2.278096001,34.72697449,34.70411682,430.1000061,420.2095642,30.53570366,32.97304153,58.92629623,500.0951538,1000.834473,99.42616272
9,13:53:20,20230821,BNL19761,NO,6.829886434,88076.20491,278.8838172,2.316775568,35.60656738,34.81142426,429.0689392,419.8247986,30.50150681,32.91906357,56.0338974,500.0745544,750.5247803,99.42198181
10,13:54:24,20230821,BNL19761,NO,6.462400661,86053.31281,283.144833,2.318598367,35.87082672,34.80387878,428.8731384,420.0918884,30.5113678,32.87689209,55.15397644,500.0741577,600.6224976,99.42294312
11,13:55:26,20230821,BNL19761,NO,6.12994304,84190.87028,286.5806593,2.340414051,36.20595551,34.86286163,428.2709656,419.9018555,30.50380325,32.84144974,54.08915329,500.1179504,500.2210083,99.42324066
12,13:56:36,20230821,BNL19761,NO,5.58051837,83310.1538,296.3080792,2.327907844,36.55884171,34.80466461,427.8592529,420.1642761,30.4854126,32.78692627,52.96252823,500.1074829,374.1341553,99.41924286
13,13:57:37,20230821,BNL19761,NO,4.311096146,80484.58648,317.4840433,2.355687742,36.91300964,34.8819313,425.9876099,419.8374023,30.496418,32.7490387,51.88614655,500.0834045,249.785202,99.41842651
14,13:58:38,20230821,BNL19761,NO,3.341840618,78220.48487,335.0421667,2.378875406,37.09380722,34.94573593,425.0553894,420.0847778,30.50396156,32.71684265,51.32437134,500.0794373,179.3940887,99.41500092
15,13:59:39,20230821,BNL19761,NO,2.425159727,75842.43642,352.2474628,2.395011799,37.16343689,34.98893356,423.953064,420.1042175,30.52914047,32.69136429,51.08826828,500.0693665,125.0546417,99.4115448
16,14:00:41,20230821,BNL19761,NO,1.89004218,73079.20565,361.8449723,2.41786426,37.1878624,35.04641724,423.1881104,420.0061646,30.53662872,32.64219666,50.94403458,500.0656128,99.05524445,99.41249084
17,14:01:42,20230821,BNL19761,NO,1.142309897,70306.25951,377.1542805,2.43527711,37.21362305,35.08191299,422.2571411,419.9998474,30.53637314,32.57876205,50.77416992,500.0614624,75.1151886,99.41342163
18,14:02:43,20230821,BNL19761,NO,0.628429605,67357.60382,388.2892091,2.450076668,37.23233032,35.10913086,421.7627869,420.1528931,30.54658127,32.51741409,50.62459946,500.0689087,60.09643555,99.40886688
19,14:03:44,20230821,BNL19761,NO,0.618811812,64604.82054,387.5587135,2.454254085,37.23464203,35.10007477,421.3887329,419.8238831,30.55211639,32.44746017,50.5082283,500.0805054,50.03776932,99.40670013
20,14:04:45,20230821,BNL19761,NO,-0.236744411,61718.66666,409.1472267,2.467808909,37.24508667,35.12148285,420.5914917,420.0842896,30.55689049,32.37940598,50.372715,500.1157837,30.1088562,99.40491486
21,14:05:46,20230821,BNL19761,NO,-0.61270927,58180.97259,419.6661923,2.480782836,37.25784302,35.13501358,420.0358887,420.0203857,30.56238174,32.29179382,50.2014122,500.0861206,20.72753716,99.40471649
22,14:06:47,20230821,BNL19761,NO,-1.531552587,55646.05228,446.9218603,2.484909918,37.28004074,35.13366699,419.133667,420.2509155,30.58902931,32.24716949,50.06965256,500.1523743,0.306633055,99.40114594
3,16:18:23,20230821,BNL19763,YES,7.73791388,78948.9843,245.970276,2.3763162,29.8001194,34.51561356,430.0400696,419.7883301,29.1986084,31.43086433,74.13254547,500.0668335,2000.371704,99.33864594
4,16:19:37,20230821,BNL19763,YES,7.799245336,80497.86927,248.4845859,2.246719781,29.15634727,34.04727554,430.1369629,419.8477173,29.1616993,31.31097603,76.64279938,500.0740051,2000.261108,99.3388443
5,16:20:38,20230821,BNL19763,NO,7.660688283,78265.64693,247.3801154,2.233226061,28.80598831,33.96557999,430.2674561,420.1741028,29.12295914,31.20160484,77.93958282,500.0541077,1999.471558,99.33893585
6,16:22:39,20230821,BNL19763,NO,7.4922209,81823.97548,257.8867273,2.126284087,29.53846169,33.5631218,429.9564514,420.0715027,29.01887321,31.08422279,74.42858124,500.0636597,1800.058105,99.33955383
7,16:24:40,20230821,BNL19763,NO,7.545301623,82639.76943,258.2959903,2.142385134,31.24938011,33.5924263,430.1516113,420.1881104,28.90688705,31.00800323,67.31641388,500.1091919,1500.369141,99.34042358
8,16:26:41,20230821,BNL19763,NO,6.9064908,80821.56222,267.3366296,2.210781632,32.52621078,33.79021072,429.3251343,420.118988,28.78055,30.90305901,62.40945435,500.107666,1250.357666,99.34360504
9,16:28:36,20230821,BNL19763,NO,6.61488649,78449.94483,268.8734054,2.231918146,33.38169479,33.81687164,428.6860657,419.8476563,28.68783379,30.76979828,59.22252274,500.0826721,1001.003113,99.3427124
10,16:30:01,20230821,BNL19763,NO,6.124437756,76982.54801,276.8266166,2.242232284,34.38913727,33.8091774,428.394104,420.1567383,28.58926964,30.64263153,55.75312042,500.1337585,750.750061,99.34423065
11,16:31:05,20230821,BNL19763,NO,5.881109864,75780.02646,279.6251494,2.255148127,34.90542221,33.82319641,427.7798767,419.8432007,28.52074814,30.55478287,54.02156067,500.1096191,600.0142822,99.34267426
12,16:32:06,20230821,BNL19763,NO,5.417480537,73842.70347,286.5171618,2.280015632,35.1980629,33.88341904,427.3738403,420.0059509,28.47856331,30.48392487,53.03010559,500.1410828,500.0284424,99.34243774
13,16:33:07,20230821,BNL19763,NO,4.629364259,71850.71787,301.0661117,2.276240781,35.43798447,33.83986664,426.5343933,420.1361694,28.44273376,30.39202309,52.17423248,500.1485901,375.5600586,99.34281158
14,16:34:08,20230821,BNL19763,NO,3.90546907,69993.87689,314.3057622,2.331877586,35.57621765,34.01018143,425.335022,419.8066711,28.39387131,30.34107208,51.69102097,500.1321411,249.7082977,99.34281921
15,16:35:09,20230821,BNL19763,NO,3.007943181,67324.43355,332.4244009,2.338557873,35.60634995,34.00030136,424.5280762,420.1051331,28.36468697,30.24476433,51.44041061,500.1457825,179.2851563,99.34089661
16,16:36:10,20230821,BNL19763,NO,1.870134202,64798.64485,357.6995737,2.348520394,35.62675476,34.00006485,423.1153564,420.0839844,28.32478142,30.143713,51.21099472,500.1430359,124.7890854,99.34107971
17,16:37:11,20230821,BNL19763,NO,1.476816407,61978.71373,365.582032,2.359674754,35.64531326,34.00492859,422.4808044,419.9514771,28.29621506,30.04608536,50.992836,500.134491,100.4157944,99.34087372
18,16:38:12,20230821,BNL19763,NO,0.616535074,58686.63365,386.9538298,2.369544529,35.65556717,34.00128174,421.5472107,420.0862427,28.27005959,29.93581772,50.77694702,500.1558533,74.76589203,99.34078217
19,16:39:13,20230821,BNL19763,NO,0.294957159,55262.00689,394.9642829,2.383417634,35.6654129,34.01370239,420.9626465,419.9251709,28.25357819,29.83309937,50.57584763,500.211853,59.85285568,99.34192657
20,16:40:14,20230821,BNL19763,NO,-0.072716798,51894.56569,405.587592,2.395530099,35.67066574,34.01632309,420.4450378,419.8862305,28.22603798,29.71893311,50.36790085,500.1239624,49.69205093,99.34228516
21,16:41:15,20230821,BNL19763,NO,-0.559256503,48039.01036,421.991441,2.405586803,35.67728424,34.00711823,420.0069885,420.076355,28.19996071,29.58960342,50.13121414,500.1382446,31.07115936,99.34384918
22,16:42:16,20230821,BNL19763,NO,-0.988694754,44448.16227,438.6516549,2.41661962,35.67884445,34.00647354,419.3549194,419.9813538,28.18285179,29.47617722,49.93548584,500.1390686,20.37708855,99.34531403
23,16:43:17,20230821,BNL19763,NO,-1.663664125,40819.45383,468.4999232,2.368846111,35.67969131,33.79999161,418.6401672,420.1314392,28.17507935,29.34039879,49.70335007,500.1850891,0.17963329,99.34571838
2,10:42:36,20230822,BNL19764,YES,12.46669772,125167.592,245.0237995,1.767468405,31.09945488,34.50320053,436.301239,420.2240295,34.79257965,37.36419678,82.10884094,500.181488,1999.217529,99.75740814
3,10:43:37,20230822,BNL19764,YES,13.23778282,115540.6885,221.068748,1.682286469,30.16744614,34.1542511,436.6464539,419.7784424,34.89347076,37.15934753,86.1508255,500.1638184,1999.944824,99.75600433
4,10:44:38,20230822,BNL19764,NO,13.54183959,118979.25,222.5037425,1.617241866,29.93058777,33.94669724,437.0391541,419.818512,34.94974899,37.18933868,87.42189026,500.1878662,2000.131104,99.75715637
5,10:46:39,20230822,BNL19764,NO,12.99960477,138486.4446,255.1105495,1.527931327,30.54636383,33.73806763,436.8395691,420.1800537,35.02211761,37.46750641,85.04381561,500.2408447,1801.188599,99.75331879
6,10:48:23,20230822,BNL19764,NO,12.1879664,137581.7603,263.5871571,1.533600312,31.55845642,33.78374481,435.6347046,419.9529419,35.1076355,37.54678345,80.43623352,500.2765503,1500.935547,99.75009918
7,10:49:46,20230822,BNL19764,NO,11.77383583,132220.3348,262.9975025,1.536356266,32.04545212,33.79308701,435.0581055,419.9096985,35.19501877,37.54784775,78.24446869,500.2377625,1250.133789,99.74726868
8,10:50:54,20230822,BNL19764,NO,11.30908558,127889.5483,264.159945,1.52701872,32.64884186,33.75802231,434.3718262,419.8199463,35.27277374,37.53779984,75.61386108,500.2585144,1000.182251,99.74733734
9,10:52:13,20230822,BNL19764,NO,10.19994581,121154.0253,271.4286373,1.540679593,33.37768555,33.7895546,433.1300354,419.9483337,35.32526398,37.49557114,72.48723602,500.2106934,750.4621582,99.74324036
10,10:53:30,20230822,BNL19764,NO,9.383900345,115721.2372,276.6339902,1.5355138,33.81590271,33.7644043,431.9969788,419.838501,35.40358353,37.47333145,70.69429779,500.2218018,600.1690063,99.74241638
11,10:54:31,20230822,BNL19764,NO,8.393967785,112252.1773,287.1690009,1.551549896,34.17567825,33.82565308,430.9848938,420.0303955,35.46299744,37.49420547,69.31799316,500.231781,499.4428101,99.7412262
12,10:55:32,20230822,BNL19764,NO,7.076316822,109104.6259,303.3872646,1.554133651,34.54430389,33.82869339,429.3193665,419.9677429,35.49690628,37.47659302,67.87710571,500.2198792,374.3855896,99.74313354
13,10:56:33,20230822,BNL19764,NO,4.921154887,104912.6474,332.7058025,1.563773278,34.81057358,33.85557938,426.7095947,419.9691772,35.54238129,37.46088028,66.85023499,500.1724548,249.9184875,99.73991394
14,10:57:34,20230822,BNL19764,NO,3.443021589,102173.5594,354.2877728,1.580524476,34.99838638,33.91470337,425.0531311,420.0978394,35.57909775,37.4695015,66.17073059,500.1699219,180.6818695,99.73756409
15,10:58:35,20230822,BNL19764,NO,2.016105999,98309.8721,375.72143,1.600679588,35.06150818,33.97779465,423.383728,420.1601257,35.61099243,37.45564651,65.91370392,500.1932373,124.9727631,99.73706055
16,10:59:36,20230822,BNL19764,NO,1.271578349,93788.43856,386.7845751,1.622828196,35.09584045,34.05106354,422.349823,420.0445862,35.66689301,37.45410156,65.78342438,500.1886902,100.4172363,99.73325348
17,11:00:37,20230822,BNL19764,NO,0.360957566,89522.62922,402.4195453,1.629701978,35.11656952,34.08129883,421.446167,420.2642517,35.76020813,37.4756279,65.74555206,500.2686462,74.17411041,99.73377228
18,11:01:38,20230822,BNL19764,NO,-0.044819683,84934.69381,409.268633,1.634524243,35.12991333,34.10427856,420.40448,419.7451172,35.86188507,37.49713135,65.73319244,500.1819153,60.14929962,99.73144531
19,11:02:39,20230822,BNL19764,NO,-0.595936748,79648.19197,420.6933455,1.626651194,35.12051773,34.08181763,419.8342285,419.8821716,35.97970963,37.50835037,65.78683472,500.2232056,48.71211624,99.73223877
20,11:03:40,20230822,BNL19764,NO,-1.326849527,75797.48662,436.9804469,1.621475409,35.12422943,34.07491302,419.0101013,419.967926,36.08801651,37.53984833,65.82862854,500.2797241,28.97037315,99.73140717
21,11:04:41,20230822,BNL19764,NO,-1.771178254,72930.44917,448.0861097,1.62365914,35.12411499,34.09775543,418.6694336,420.182373,36.18701935,37.58727646,65.91007233,500.2665405,20.13683128,99.72934723
22,11:05:42,20230822,BNL19764,NO,-2.548009605,71326.20877,466.4970468,1.617098889,35.13405991,34.09974289,417.6611938,420.1214294,36.29600906,37.6607132,65.99954987,500.2612915,3.077528715,99.7248764
2,13:21:51,20230822,BNL19767,YES,6.484959137,111192.4361,304.6603086,3.081698473,37.78622818,39.23445129,429.5765686,420.0286255,36.51428986,40.55594254,61.28651428,500.2170105,1998.885864,99.46931458
3,13:22:52,20230822,BNL19767,YES,6.605419889,112143.6609,303.8815873,3.039877772,37.53105545,39.12521362,429.6329956,419.9517212,36.54000854,40.55846024,62.15999222,500.2602234,1999.499146,99.46740723
4,13:23:53,20230822,BNL19767,NO,6.554470415,111802.9324,304.6708512,3.014034143,37.47091675,39.04014969,429.7391968,420.1375122,36.52137756,40.49396896,62.26491547,500.2005005,2001.057617,99.46675873
5,13:25:54,20230822,BNL19767,NO,6.251622024,110289.3782,308.4148725,2.936031052,38.09263992,38.75896454,429.4055176,420.2348328,36.39770126,40.21561813,59.78861618,500.1940002,1800.72229,99.46372223
6,13:27:55,20230822,BNL19767,NO,6.052953272,110121.6067,311.139151,2.896384919,39.19099426,38.58240891,428.8258057,419.9211121,36.19408417,39.95388412,55.98718262,500.2324219,1500.471436,99.46240234
7,13:29:56,20230822,BNL19767,NO,5.918467542,109528.7996,312.1647029,2.974701541,40.10277557,38.75071335,428.6871033,419.9088745,35.95497131,39.79756165,53.10199356,500.3061829,1250.83252,99.45937347
8,13:31:43,20230822,BNL19767,NO,5.580568829,109248.0358,317.0310996,3.004080131,40.97845078,38.77716446,428.5862732,420.1986084,35.73032761,39.60249329,50.43656158,500.2382813,1000.867188,99.45719147
9,13:33:21,20230822,BNL19767,NO,5.209973193,107879.5901,321.207534,3.023452998,41.70701599,38.77543259,427.890686,419.9580383,35.55185318,39.40259171,48.28105164,500.2242126,751.0115967,99.45365906
10,13:34:26,20230822,BNL19767,NO,4.902897592,107220.2693,325.4087474,3.026056437,42.04026031,38.75715256,427.585144,420.0289612,35.4767952,39.30834961,47.33224106,500.2132263,600.3970947,99.4519577
11,13:35:27,20230822,BNL19767,NO,4.544463862,104900.4881,329.1114519,3.071670079,42.35559464,38.86100769,427.2184448,420.1014404,35.43235016,39.24170303,46.46798325,500.1862793,500.1030273,99.45019531
12,13:36:28,20230822,BNL19767,NO,3.943462438,103357.5586,337.3097791,3.061730059,42.54481125,38.80845261,426.2483521,419.8832092,35.40117645,39.14361572,45.89467239,500.2553101,374.3661499,99.44963074
13,13:37:29,20230822,BNL19767,NO,2.738329271,101506.1346,355.3155071,3.082614218,42.87031937,38.84577179,424.9386597,420.0352478,35.37086868,39.07435226,45.03635788,500.2180481,249.157959,99.44963074
14,13:38:31,20230822,BNL19767,NO,1.778676052,99547.40626,369.7674557,3.11014726,43.03532791,38.908535,423.7509155,420.0144653,35.36782455,39.03531265,44.60365677,500.2183228,180.2975922,99.44816589
15,13:39:32,20230822,BNL19767,NO,0.735838091,96677.76437,385.9639836,3.149544056,43.10293579,39.00080109,422.4608765,419.9998474,35.37885284,38.99032593,44.3928566,500.1900635,125.109787,99.44525909
16,13:40:33,20230822,BNL19767,NO,0.225357616,95237.19813,394.2195985,3.172571087,43.11889267,39.06515884,421.8388977,420.0014954,35.41921616,39.00485992,44.37057114,500.2350464,100.1319962,99.44261932
17,13:41:34,20230822,BNL19767,NO,-0.296759679,91382.99255,403.1435333,3.196586418,43.14544678,39.10866547,421.2692566,420.1076355,35.45869064,38.93039703,44.22371674,500.2286072,76.05206299,99.44017792
18,13:42:39,20230822,BNL19767,NO,-0.668515392,88018.89096,409.6362367,3.233455955,43.14038086,39.19855881,420.5808716,419.902832,35.51834488,38.90567398,44.20055771,500.2066345,61.16131592,99.43553925
19,13:43:40,20230822,BNL19767,NO,-0.870653245,83968.85911,413.9964,3.230209527,42.965168,39.15645218,420.190918,419.8233948,35.5451088,38.77751923,44.46337891,500.2489624,50.79722977,99.43393707
20,13:44:41,20230822,BNL19767,NO,-1.429734313,79727.68617,426.0161422,3.235527799,42.94710922,39.13512802,419.47052,419.8408203,35.56339645,38.64212799,44.35113525,500.2472839,31.34802055,99.43463898
21,13:45:42,20230822,BNL19767,NO,-1.69956657,77349.4007,432.8739107,3.223912598,42.91895676,39.08570862,419.48349,420.2200623,35.59383011,38.57233047,44.3332634,500.2617188,20.74362564,99.42880249
22,13:46:43,20230822,BNL19767,NO,-2.391171312,74818.95608,448.87826,3.23958628,42.95504379,39.11336899,418.8754883,420.4760132,35.6233902,38.52113724,44.19127655,500.2844849,0.699504077,99.42679596
2,17:04:39,20230822,BNL19768,YES,4.598012541,38382.16571,212.1191063,2.64135382,33.76808548,36.21760178,426.1479797,420.1007385,32.99088287,34.21531296,64.44634247,500.2702942,1998.744019,99.34770203
3,17:05:40,20230822,BNL19768,YES,4.724915912,38438.04136,207.3071537,2.59458048,33.55406952,36.05353165,426.1829224,419.9922485,32.93693924,34.14117432,65.08071899,500.2534485,2000.016724,99.34622955
4,17:06:41,20230822,BNL19768,NO,4.571135388,38629.8958,214.6477148,2.557904402,33.49726868,35.92373657,425.8728943,419.8708801,32.88969421,34.08273315,65.17584991,500.1774292,2000.151733,99.34367371
5,17:08:42,20230822,BNL19768,NO,4.370699019,39939.15159,229.1328949,2.513274133,34.15126038,35.75432205,425.8603516,420.0904541,32.76562881,33.97679901,62.65010071,500.156189,1799.955566,99.34328461
6,17:10:41,20230822,BNL19768,NO,4.179868283,40972.61543,240.6893232,2.519232602,35.24883652,35.73313141,425.5138245,419.9593506,32.60270309,33.84752274,58.73761368,500.2449646,1500.036987,99.34373474
7,17:11:51,20230822,BNL19768,NO,3.981251557,40912.82031,248.0360984,2.530205391,35.86179352,35.73076248,425.215332,419.8968201,32.48023987,33.72892761,56.58737183,500.1687622,1250.852417,99.34496307
8,17:13:01,20230822,BNL19768,NO,3.754001667,40439.89313,255.134876,2.55605849,36.5265274,35.77590179,425.0614319,420.017334,32.36914825,33.61607361,54.36260223,500.2945862,999.7699585,99.34487915
9,17:14:14,20230822,BNL19768,NO,3.517178157,39894.26115,262.4559158,2.563467872,37.19740677,35.75716782,424.7099304,419.9552917,32.24614334,33.48017883,52.20675659,500.2568054,750.2827759,99.3452301
10,17:15:15,20230822,BNL19768,NO,3.315340429,39453.23108,268.9238529,2.593482667,37.64231491,35.82636642,424.5477905,420.0345459,32.16924286,33.40435791,50.83102036,500.2368469,600.9067993,99.34523773
11,17:16:16,20230822,BNL19768,NO,3.066239993,38703.61282,276.2341126,2.624100793,37.88272858,35.8936615,424.0788269,419.8684082,32.09051132,33.31697083,50.03875732,500.2404785,499.8492432,99.34520721
12,17:17:17,20230822,BNL19768,NO,2.638868327,37655.76774,290.9132052,2.640226011,38.06359482,35.90983582,423.8243713,420.1371155,32.00655365,33.20772934,49.37893295,500.217804,375.4889221,99.34551239
13,17:18:18,20230822,BNL19768,NO,2.011236932,37016.50908,315.7456425,2.617890915,38.270504,35.8067627,422.8002014,419.8794556,31.92337227,33.09421921,48.67499924,500.2444763,250.1351318,99.34601593
14,17:19:19,20230822,BNL19768,NO,1.322697734,36133.2464,343.7568003,2.653859446,38.58608627,35.89577866,422.1406555,420.0503235,31.86411858,33.02346802,47.74691772,500.1643372,179.3238983,99.3479538
15,17:20:20,20230822,BNL19768,NO,0.677059984,34526.36756,370.4664533,2.668523915,38.6409111,35.92189407,421.2449341,419.9488525,31.84668922,32.96115875,47.51537323,500.2234497,124.0423584,99.34972382
16,17:21:21,20230822,BNL19768,NO,0.327156553,32789.38594,385.578457,2.688385401,38.66938782,35.96337509,420.8126221,419.9569092,31.83001518,32.89697266,47.3511467,500.2457886,100.8544006,99.35246277
17,17:22:22,20230822,BNL19768,NO,-0.171578166,31161.45689,410.0420789,2.704835537,38.69503403,35.99436188,420.3175354,420.0799255,31.81192398,32.83281708,47.19483948,500.2147522,74.8041153,99.35495758
18,17:23:23,20230822,BNL19768,NO,-0.511394306,28885.42718,429.1946479,2.725096918,38.7056427,36.03287125,419.9379272,420.1368408,31.8010006,32.75521851,47.05726624,500.229187,60.0285759,99.35781097
19,17:24:24,20230822,BNL19768,NO,-0.799056057,26675.51346,448.3446749,2.735377486,38.71291351,36.04072952,419.4883423,420.0623779,31.79200554,32.67731094,46.92763138,500.2010803,49.76836777,99.35913849
20,17:25:25,20230822,BNL19768,NO,-1.332712951,24568.48927,486.5931732,2.738165151,38.71684265,36.02579117,418.8503418,420.0942078,31.78290939,32.59969711,46.80675507,500.2186279,30.47058487,99.35957336
21,17:26:26,20230822,BNL19768,NO,-1.670726364,22782.11587,516.701533,2.747137581,38.71934891,36.02556992,418.592865,420.2666931,31.74891853,32.50939178,46.67023087,500.1753235,20.58326912,99.35734558
22,17:27:27,20230822,BNL19768,NO,-2.408071843,21547.38093,577.2344907,2.749276846,38.72520447,36.00899124,417.8167725,420.3922424,31.71359634,32.4336586,46.54534531,500.2355347,0.295306861,99.35551453
2,10:31:07,20230822,BNL19765,YES,6.896541926,100042.6657,295.9988755,1.683646163,28.44997406,33.33707047,428.8154907,419.6812744,32.78512573,34.76099014,88.94642639,500.0441284,1998.549072,99.67887878
3,10:33:08,20230822,BNL19765,YES,6.99964551,141110.1199,325.4540572,1.879511302,27.20343208,31.75799942,429.5276794,419.8019409,25.32636642,28.39769363,78.14575958,500.0517883,1999.758057,99.67550659
4,10:35:09,20230822,BNL19765,YES,11.26852981,68075.88664,142.9663253,1.332812147,27.62362099,31.78299904,433.4856567,419.4989929,32.87507629,33.94910431,91.15299988,500.0724487,1999.669678,99.67668915
5,10:37:10,20230822,BNL19765,NO,6.913958154,131789.8128,325.4688729,1.209560222,28.26499748,31.73263931,429.3450317,420.2448425,33.20478439,35.05029297,90.65550995,500.0179138,1800.916626,99.67782593
6,10:39:11,20230822,BNL19765,NO,6.181926465,141219.9533,339.5564017,1.202064089,29.38532066,31.7866497,428.4421082,420.1717529,33.31024933,35.26898956,85.49084473,500.0708923,1500.163818,99.6812973
7,10:40:43,20230822,BNL19765,NO,5.853785097,142673.2598,344.0823637,1.205410308,30.22865677,31.81974792,428.1019287,420.2130737,33.34069443,35.32450867,81.57039642,499.9884338,1250.367798,99.68069458
8,10:41:51,20230822,BNL19765,NO,5.696336655,141962.3916,345.341847,1.20543908,30.9575119,31.83268929,427.6557922,419.9617615,33.38554764,35.35969162,78.31665802,500.0752258,1000.55719,99.67877197
9,10:42:56,20230822,BNL19765,NO,5.528287776,140034.0651,346.359121,1.203174628,31.59226799,31.8270874,427.3375244,419.8572998,33.42211914,35.3672142,75.55474854,500.0245056,750.7128296,99.67914581
10,10:43:57,20230822,BNL19765,NO,5.199004441,138590.0713,349.4599132,1.209619109,31.9988327,31.85508919,426.8081665,419.7276611,33.44166946,35.37787247,73.85569763,500.0627747,600.305603,99.67920685
11,10:44:58,20230822,BNL19765,NO,4.832214121,133694.5834,351.9262957,1.231357398,32.15766525,31.9325428,426.622406,419.9951477,33.46455383,35.36931229,73.17611694,500.0621338,498.8728333,99.67749023
12,10:45:59,20230822,BNL19765,NO,4.222460771,130841.118,358.1256937,1.232463384,32.33526611,31.93117714,425.6544495,419.7746887,33.4871788,35.35501862,72.41524506,500.0000916,374.4419861,99.67610168
13,10:47:00,20230822,BNL19765,NO,3.266772744,127947.9676,369.1275078,1.225699166,32.54992294,31.90423203,424.3100891,419.5997009,33.53302002,35.35103989,71.533638,500.0682678,250.133728,99.67349243
14,10:48:01,20230822,BNL19765,NO,2.055954783,124526.9241,384.2643623,1.232089222,32.61261749,31.92909622,423.161499,419.9195557,33.57382202,35.35456467,71.28742981,500.076416,179.8450623,99.67211151
15,10:49:02,20230822,BNL19765,NO,1.042449037,120157.6038,397.2673966,1.2303109,32.63492203,31.91408348,422.0215759,420.0223694,33.6135025,35.33206558,71.15216827,500.0021057,123.9776306,99.67151642
16,10:50:03,20230822,BNL19765,NO,0.618052364,116857.3358,402.6762194,1.235442936,32.65614319,31.9320755,421.3715515,419.8986511,33.64974594,35.32986069,71.06134796,500.0523376,101.0371399,99.66959381
17,10:51:04,20230822,BNL19765,NO,0.015153503,112955.2584,411.2425143,1.236761987,32.66674042,31.93317032,420.7536316,420.0265808,33.69164658,35.31970978,70.99829102,500.0058289,75.47838593,99.66924286
18,10:52:05,20230822,BNL19765,NO,-0.318607108,108411.2499,416.2158512,1.240142992,32.67935562,31.94200706,420.2997437,419.9988403,33.74192429,35.3111496,70.92771149,500.0451965,59.04870605,99.66508484
19,10:53:06,20230822,BNL19765,NO,-0.34877733,104952.623,416.6802257,1.242265364,32.68638992,31.94723892,420.0976563,419.8530884,33.77972412,35.30322266,70.88526917,500.056366,48.88328171,99.66728973
